annonce_id,date_publication,titre,ville,quartier,type_bien,transaction,prix,surface,nb_chambres,nb_salles_bain,etage,annee_construction,prix_m2,age_bien,categorie_prix,categorie_surface,annee_publication,mois_publication,trimestre_publication
ANO000688,2023-06-30,Appartement 94m² Hamria,Meknes,Hamria,Appartement,Vente,1945051,94.76,3,1,0,2008,20526,18,Haut Standing,Moyen,2023,6,2
ANO000606,2023-07-01,Appartement moderne Tétouan,Tetouan,Centre,Appartement,Vente,443057,31.2,3,2,5,2004,14201,22,Moyen,Petit,2023,7,3
ANO000728,2023-07-01,Villa 235m² Centre,Kenitra,Centre,Villa,Vente,5463832,235.57,3,2,0,2009,23194,17,Luxe,Grand,2023,7,3
ANO001475,2023-07-02,Appartement 108m² Tétouan,Tetouan,M'diq,Appartement,Vente,700648,108.65,2,2,6,2002,6449,24,Moyen,Moyen,2023,7,3
ANO000294,2023-07-02,Villa à vente - Meknès,Meknes,Ville Nouvelle,Villa,Vente,7782590,452.15,5,2,0,2005,17212,21,Luxe,Grand,2023,7,3
ANO001263,2023-07-02,Villa moderne Meknès,Meknes,Ville Nouvelle,Villa,Vente,6474537,179.18,5,2,0,2011,36134,15,Luxe,Grand,2023,7,3
ANO000754,2023-07-02,Beau Appartement Casablanca,Casablanca,Californie,Appartement,Location,2296,95.92,2,1,2,2004,24,22,Economique,Moyen,2023,7,3
ANO000204,2023-07-04,Duplex moderne Kenitra,Kenitra,Centre,Duplex,Vente,2697627,182.72,4,2,7,2009,14764,17,Haut Standing,Grand,2023,7,3
ANO001462,2023-07-05,Beau Villa Meknès,Meknes,Ville Nouvelle,Villa,Vente,6296875,201.4,4,3,0,2011,31266,15,Luxe,Grand,2023,7,3
ANO000969,2023-07-06,Beau Appartement Meknès,Meknes,Hamria,Appartement,Vente,367939,103.76,2,2,0,2006,3546,20,Moyen,Moyen,2023,7,3
ANO001050,2023-07-07,Appartement à location - Fès,Fes,Ville Nouvelle,Appartement,Location,1858,82.23,2,1,3,1986,23,40,Economique,Moyen,2023,7,3
ANO000847,2023-07-08,Appartement 86m² Ville Nouvelle,Meknes,Ville Nouvelle,Appartement,Vente,400514,86.37,1,1,0,2004,4637,22,Moyen,Moyen,2023,7,3
ANO000222,2023-07-08,Bureau moderne Casablanca,Casablanca,Anfa,Bureau,Location,3931,91.49,0,0,1,2001,43,25,Economique,Moyen,2023,7,3
ANO000994,2023-07-08,Beau Appartement Fès,Fes,Ville Nouvelle,Appartement,Vente,573977,91.6,1,1,2,2019,6266,7,Moyen,Moyen,2023,7,3
ANO000496,2023-07-09,Appartement à vente - Kenitra,Kenitra,Centre,Appartement,Vente,2373036,49.54,1,1,0,1995,47901,31,Haut Standing,Petit,2023,7,3
ANO001036,2023-07-09,Appartement 52m² Hamria,Meknes,Hamria,Appartement,Vente,593370,52.67,2,2,2,2014,11266,12,Moyen,Petit,2023,7,3
ANO000563,2023-07-10,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,494246,90.03,3,1,0,2012,5490,14,Moyen,Moyen,2023,7,3
ANO000560,2023-07-10,Terrain 419m² Ville Nouvelle,Fes,Ville Nouvelle,Terrain,Location,5026,419.8,0,0,0,1993,12,33,Economique,Grand,2023,7,3
ANO000745,2023-07-11,Beau Terrain Rabat,Rabat,Hay Riad,Terrain,Vente,208969,407.11,0,0,0,1981,513,45,Economique,Grand,2023,7,3
ANO000115,2023-07-11,Beau Villa Meknès,Meknes,Hamria,Villa,Vente,2322483,209.44,5,2,0,2006,11089,20,Haut Standing,Grand,2023,7,3
ANO000474,2023-07-12,Villa à vente - Meknès,Meknes,Hamria,Villa,Vente,2453918,293.06,6,4,0,2018,8373,8,Haut Standing,Grand,2023,7,3
ANO000249,2023-07-12,Villa 191m² Ocean,Rabat,Ocean,Villa,Vente,6776489,191.94,3,2,0,2002,35305,24,Luxe,Grand,2023,7,3
ANO000443,2023-07-13,Appartement moderne Tétouan,Tetouan,Centre,Appartement,Vente,437280,81.4,2,1,5,2000,5372,26,Moyen,Moyen,2023,7,3
ANO001437,2023-07-13,Appartement moderne Meknès,Meknes,Hamria,Appartement,Location,2105,73.39,2,1,6,2010,29,16,Economique,Petit,2023,7,3
ANO000642,2023-07-13,Villa moderne Tanger,Tanger,Malabata,Villa,Location,9278,415.93,4,2,0,2002,22,24,Economique,Grand,2023,7,3
ANO000581,2023-07-13,Villa moderne Casablanca,Casablanca,Bourgogne,Villa,Vente,2147775,236.49,3,1,0,2001,9082,25,Haut Standing,Grand,2023,7,3
ANO000172,2023-07-15,Beau Appartement Casablanca,Casablanca,Californie,Appartement,Location,1764,70.58,2,1,2,2011,25,15,Economique,Petit,2023,7,3
ANO000446,2023-07-15,Appartement moderne Tanger,Tanger,Malabata,Appartement,Vente,509550,69.66,2,1,0,2007,7315,19,Moyen,Petit,2023,7,3
ANO000513,2023-07-16,Duplex 123m² Rabat,Rabat,Hay Riad,Duplex,Vente,2108160,123.36,2,1,5,1982,17089,44,Haut Standing,Moyen,2023,7,3
ANO000250,2023-07-17,Beau Duplex Tanger,Tanger,Iberia,Duplex,Vente,1346770,119.42,2,2,7,1998,11278,28,Haut Standing,Moyen,2023,7,3
ANO000582,2023-07-17,Appartement moderne Marrakech,Marrakech,Hivernage,Appartement,Location,9859,61.82,3,2,2,2011,159,15,Economique,Petit,2023,7,3
ANO000070,2023-07-18,Appartement à vente - Fès,Fes,Ville Nouvelle,Appartement,Vente,611654,97.88,3,1,5,2024,6249,2,Moyen,Moyen,2023,7,3
ANO001246,2023-07-18,Appartement moderne Rabat,Rabat,Hay Riad,Appartement,Vente,535353,73.55,2,1,3,1997,7279,29,Moyen,Petit,2023,7,3
ANO000410,2023-07-18,Appartement à location - Meknès,Meknes,Hamria,Appartement,Location,2129,109.1,2,1,2,2024,20,2,Economique,Moyen,2023,7,3
ANO000409,2023-07-20,Beau Appartement Marrakech,Marrakech,Gueliz,Appartement,Vente,1925885,81.75,2,3,2,2010,23558,16,Haut Standing,Moyen,2023,7,3
ANO000425,2023-07-20,Beau Villa Casablanca,Casablanca,Ain Diab,Villa,Location,6615,224.69,5,2,0,2018,29,8,Economique,Grand,2023,7,3
ANO001160,2023-07-21,Appartement à location - Kenitra,Kenitra,Hay Essalam,Appartement,Location,1189,113.84,2,1,2,2021,10,5,Economique,Moyen,2023,7,3
ANO000314,2023-07-21,Villa 147m² Ocean,Rabat,Ocean,Villa,Vente,5153882,147.58,4,1,0,2013,34923,13,Luxe,Moyen,2023,7,3
ANO000814,2023-07-21,Appartement 128m² Non spécifié,Casablanca,Non spécifié,Appartement,Vente,357211,128.74,2,1,0,2004,2775,22,Moyen,Moyen,2023,7,3
ANO000658,2023-07-22,Villa moderne Agadir,Agadir,Hay Mohammadi,Villa,Location,2919,302.47,6,4,0,2011,10,15,Economique,Grand,2023,7,3
ANO000908,2023-07-22,Villa 165m² Ville Nouvelle,Meknes,Ville Nouvelle,Villa,Vente,1947127,165.29,5,3,0,2021,11780,5,Haut Standing,Grand,2023,7,3
ANO000029,2023-07-23,Appartement moderne Rabat,Rabat,Hay Riad,Appartement,Vente,452981,72.46,2,1,1,2013,6251,13,Moyen,Petit,2023,7,3
ANO000354,2023-07-24,Terrain à location - Marrakech,Marrakech,Gueliz,Terrain,Location,2755,392.6,0,0,0,1987,7,39,Economique,Grand,2023,7,3
ANO000028,2023-07-24,Appartement 121m² Californie,Casablanca,Californie,Appartement,Vente,592854,121.95,3,1,4,1992,4861,34,Moyen,Moyen,2023,7,3
ANO000215,2023-07-24,Appartement à vente - Tanger,Tanger,Iberia,Appartement,Vente,518849,47.42,1,1,3,2008,10942,18,Moyen,Petit,2023,7,3
ANO000602,2023-07-25,Bureau à vente - Tétouan,Tetouan,M'diq,Bureau,Vente,594514,47.87,0,0,0,1997,12419,29,Moyen,Petit,2023,7,3
ANO000899,2023-07-27,Appartement moderne Casablanca,Casablanca,Californie,Appartement,Location,2360,120.78,1,1,1,2016,20,10,Economique,Moyen,2023,7,3
ANO001019,2023-07-27,Villa moderne Tétouan,Tetouan,M'diq,Villa,Vente,3067468,181.46,4,2,0,2010,16904,16,Luxe,Grand,2023,7,3
ANO001092,2023-07-28,Appartement moderne Tanger,Tanger,Iberia,Appartement,Vente,636536,62.09,3,1,2,2020,10252,6,Moyen,Petit,2023,7,3
ANO000521,2023-07-28,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Location,2190,66.32,1,1,3,1990,33,36,Economique,Petit,2023,7,3
ANO000371,2023-07-28,Terrain à vente - Marrakech,Marrakech,Hivernage,Terrain,Vente,742795,326.09,0,0,0,2016,2278,10,Moyen,Grand,2023,7,3
ANO000825,2023-07-29,Appartement moderne Rabat,Rabat,Hay Riad,Appartement,Vente,1685606,50.47,3,1,6,2004,33398,22,Haut Standing,Petit,2023,7,3
ANO001281,2023-07-29,Villa à vente - Agadir,Agadir,Centre,Villa,Vente,1892838,193.22,6,4,0,2017,9796,9,Haut Standing,Grand,2023,7,3
ANO000638,2023-07-31,Appartement moderne Tétouan,Tetouan,Centre,Appartement,Vente,2892520,100.95,2,3,9,2014,28653,12,Haut Standing,Moyen,2023,7,3
ANO000648,2023-07-31,Appartement 91m² Hamria,Meknes,Hamria,Appartement,Location,2012,91.73,3,2,1,2007,22,19,Economique,Moyen,2023,7,3
ANO000165,2023-07-31,Bureau à location - Agadir,Agadir,Talborjt,Bureau,Location,4924,85.55,0,0,2,2022,58,4,Economique,Moyen,2023,7,3
ANO000091,2023-08-01,Appartement 49m² Kenitra,Kenitra,Centre,Appartement,Vente,2576509,49.1,2,2,3,2019,52475,7,Haut Standing,Petit,2023,8,3
ANO000393,2023-08-03,Appartement moderne Oujda,Oujda,Hay Qods,Appartement,Vente,1322817,82.54,2,2,1,2002,16026,24,Haut Standing,Moyen,2023,8,3
ANO000471,2023-08-05,Beau Appartement Casablanca,Casablanca,Bourgogne,Appartement,Vente,709383,98.91,2,2,2,2006,7172,20,Moyen,Moyen,2023,8,3
ANO000196,2023-08-05,Appartement moderne Meknès,Meknes,Hamria,Appartement,Vente,579786,73.52,3,1,5,2003,7886,23,Moyen,Petit,2023,8,3
ANO000913,2023-08-05,Appartement moderne Fès,Fes,Ville Nouvelle,Appartement,Location,7464,93.56,1,1,1,2023,80,3,Economique,Moyen,2023,8,3
ANO000872,2023-08-07,Appartement 99m² Meknès,Meknes,Hamria,Appartement,Location,7990,99.97,4,2,2,2015,80,11,Economique,Moyen,2023,8,3
ANO000768,2023-08-09,Appartement moderne Tétouan,Tetouan,Centre,Appartement,Vente,430233,75.4,2,3,0,2012,5706,14,Moyen,Petit,2023,8,3
ANO001299,2023-08-09,Villa 330m² Centre,Kenitra,Centre,Villa,Vente,5410421,330.13,5,2,0,2021,16389,5,Luxe,Grand,2023,8,3
ANO000596,2023-08-09,Appartement moderne Tétouan,Tetouan,M'diq,Appartement,Vente,375094,77.27,2,1,4,2011,4854,15,Moyen,Petit,2023,8,3
ANO001136,2023-08-12,Villa 304m² Hay Riad,Rabat,Hay Riad,Villa,Vente,2201631,304.57,4,3,0,2001,7229,25,Haut Standing,Grand,2023,8,3
ANO001418,2023-08-12,Appartement à vente - Kenitra,Kenitra,Hay Essalam,Appartement,Vente,2084267,90.24,4,1,1,2001,23097,25,Haut Standing,Moyen,2023,8,3
ANO001165,2023-08-14,Appartement à vente - Tétouan,Tetouan,M'diq,Appartement,Vente,2198480,71.62,3,2,4,2014,30696,12,Haut Standing,Petit,2023,8,3
ANO000032,2023-08-15,Beau Villa Meknès,Meknes,Ville Nouvelle,Villa,Vente,2036169,218.63,4,3,0,1998,9313,28,Haut Standing,Grand,2023,8,3
ANO000145,2023-08-16,Appartement moderne Marrakech,Marrakech,Targa,Appartement,Vente,517671,102.94,3,1,0,2010,5029,16,Moyen,Moyen,2023,8,3
ANO000796,2023-08-17,Appartement moderne Kenitra,Kenitra,Hay Essalam,Appartement,Vente,458981,79.24,2,2,3,2002,5792,24,Moyen,Petit,2023,8,3
ANO001371,2023-08-17,Appartement moderne Tanger,Tanger,Iberia,Appartement,Vente,687524,65.57,3,2,3,2022,10485,4,Moyen,Petit,2023,8,3
ANO000608,2023-08-17,Appartement moderne Rabat,Rabat,Agdal,Appartement,Vente,2030741,79.38,1,1,1,2000,25583,26,Haut Standing,Petit,2023,8,3
ANO000529,2023-08-18,Beau Villa Tétouan,Tetouan,M'diq,Villa,Location,9658,305.45,5,3,0,2011,32,15,Economique,Grand,2023,8,3
ANO000336,2023-08-18,Bureau moderne Casablanca,Casablanca,Californie,Bureau,Location,5430,155.81,0,0,3,2009,35,17,Economique,Grand,2023,8,3
ANO000625,2023-08-18,Appartement 104m² Centre Ville,Tanger,Centre Ville,Appartement,Location,2052,104.49,3,2,2,2020,20,6,Economique,Moyen,2023,8,3
ANO000693,2023-08-19,Bureau moderne Marrakech,Marrakech,Medina,Bureau,Vente,1446308,168.16,0,0,4,2008,8601,18,Haut Standing,Grand,2023,8,3
ANO001452,2023-08-19,Appartement à vente - Meknès,Meknes,Hamria,Appartement,Vente,349253,95.11,2,1,2,2008,3672,18,Moyen,Moyen,2023,8,3
ANO000423,2023-08-19,Bureau à location - Casablanca,Casablanca,Bourgogne,Bureau,Location,4622,83.84,0,0,2,1988,55,38,Economique,Moyen,2023,8,3
ANO001296,2023-08-20,Terrain moderne Kenitra,Kenitra,Centre,Terrain,Location,3844,36.46,0,0,0,2008,105,18,Economique,Petit,2023,8,3
ANO001086,2023-08-20,Appartement 62m² Meknès,Meknes,Hamria,Appartement,Vente,567771,62.97,2,1,2,2004,9017,22,Moyen,Petit,2023,8,3
ANO000952,2023-08-20,Villa moderne Tétouan,Tetouan,M'diq,Villa,Vente,6330812,347.44,5,2,0,2005,18221,21,Luxe,Grand,2023,8,3
ANO000710,2023-08-21,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,2445729,102.88,1,1,1,2015,23773,11,Haut Standing,Moyen,2023,8,3
ANO000936,2023-08-21,Beau Appartement Kenitra,Kenitra,Hay Essalam,Appartement,Vente,336850,82.99,1,1,5,2003,4059,23,Moyen,Moyen,2023,8,3
ANO001130,2023-08-22,Beau Appartement Oujda,Oujda,Hay Qods,Appartement,Location,8125,106.54,2,2,0,2011,76,15,Economique,Moyen,2023,8,3
ANO001406,2023-08-23,Beau Appartement Fès,Fes,Medina,Appartement,Location,2468,131.42,3,1,7,2002,19,24,Economique,Moyen,2023,8,3
ANO001044,2023-08-23,Beau Villa Rabat,Rabat,Hassan,Villa,Vente,1994253,242.86,4,2,0,1999,8212,27,Haut Standing,Grand,2023,8,3
ANO001045,2023-08-23,Villa à location - Casablanca,Casablanca,Bourgogne,Villa,Location,13613,369.6,4,1,0,2000,37,26,Economique,Grand,2023,8,3
ANO000435,2023-08-23,Bureau à vente - Agadir,Agadir,Talborjt,Bureau,Vente,1130016,89.77,0,0,3,2014,12588,12,Haut Standing,Moyen,2023,8,3
ANO000102,2023-08-24,Appartement à location - Tanger,Tanger,Centre Ville,Appartement,Location,8977,84.48,2,1,1,2010,106,16,Economique,Moyen,2023,8,3
ANO001374,2023-08-25,Appartement 69m² Centre,Tetouan,Centre,Appartement,Location,6336,69.81,3,1,2,2011,91,15,Economique,Petit,2023,8,3
ANO001052,2023-08-26,Villa à vente - Tétouan,Tetouan,Centre,Villa,Vente,5437767,166.92,3,1,0,1996,32577,30,Luxe,Grand,2023,8,3
ANO001139,2023-08-26,Duplex 142m² Ville Nouvelle,Meknes,Ville Nouvelle,Duplex,Location,5880,142.65,2,1,7,2016,41,10,Economique,Moyen,2023,8,3
ANO000972,2023-08-28,Villa moderne Fès,Fes,Ville Nouvelle,Villa,Vente,2578961,304.84,4,3,0,2024,8460,2,Haut Standing,Grand,2023,8,3
ANO000103,2023-08-28,Appartement 70m² Centre,Kenitra,Centre,Appartement,Location,2813,70.21,2,2,1,2014,40,12,Economique,Petit,2023,8,3
ANO000909,2023-08-29,Appartement 85m² Targa,Marrakech,Targa,Appartement,Vente,2785035,85.09,2,1,4,2018,32730,8,Haut Standing,Moyen,2023,8,3
ANO000860,2023-08-29,Villa 272m² Hay Essalam,Kenitra,Hay Essalam,Villa,Vente,2698429,272.45,4,2,0,2009,9904,17,Haut Standing,Grand,2023,8,3
ANO000176,2023-08-29,Terrain à vente - Casablanca,Casablanca,Ain Diab,Terrain,Vente,258535,104.69,0,0,0,2000,2470,26,Economique,Moyen,2023,8,3
ANO000333,2023-08-30,Beau Bureau Agadir,Agadir,Hay Mohammadi,Bureau,Vente,1919075,145.63,0,0,0,2005,13178,21,Haut Standing,Moyen,2023,8,3
ANO000274,2023-08-31,Villa 208m² Kenitra,Kenitra,Centre,Villa,Vente,2732740,208.62,4,2,0,2021,13099,5,Haut Standing,Grand,2023,8,3
ANO001068,2023-09-01,Appartement moderne Fès,Fes,Ville Nouvelle,Appartement,Vente,601053,90.56,4,2,3,2019,6637,7,Moyen,Moyen,2023,9,3
ANO000858,2023-09-01,Duplex à location - Tétouan,Tetouan,Centre,Duplex,Location,3723,135.02,3,2,5,2009,28,17,Economique,Moyen,2023,9,3
ANO001366,2023-09-01,Appartement 99m² M'diq,Tetouan,M'diq,Appartement,Vente,426165,99.89,2,2,4,2005,4266,21,Moyen,Moyen,2023,9,3
ANO000328,2023-09-02,Terrain à vente - Rabat,Rabat,Hassan,Terrain,Vente,927637,183.96,0,0,0,1999,5043,27,Moyen,Grand,2023,9,3
ANO001239,2023-09-02,Duplex 142m² Zouagha,Fes,Zouagha,Duplex,Vente,2407582,142.09,4,3,6,2024,16944,2,Haut Standing,Moyen,2023,9,3
ANO000297,2023-09-02,Beau Appartement Rabat,Rabat,Hay Riad,Appartement,Vente,620879,112.72,2,2,0,2012,5508,14,Moyen,Moyen,2023,9,3
ANO000014,2023-09-02,Appartement 103m² Centre,Agadir,Centre,Appartement,Location,120,103.46,2,2,6,2011,1,15,Economique,Moyen,2023,9,3
ANO000620,2023-09-02,Terrain moderne Fès,Fes,Ville Nouvelle,Terrain,Location,2900,334.64,0,0,0,2003,9,23,Economique,Grand,2023,9,3
ANO001181,2023-09-03,Beau Appartement Meknès,Meknes,Hamria,Appartement,Vente,589702,121.28,2,1,3,2008,4862,18,Moyen,Moyen,2023,9,3
ANO000981,2023-09-03,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,669588,73.34,2,1,2,2012,9130,14,Moyen,Petit,2023,9,3
ANO001149,2023-09-04,Appartement moderne Tanger,Tanger,Iberia,Appartement,Location,2534,56.47,3,1,0,2009,45,17,Economique,Petit,2023,9,3
ANO001283,2023-09-04,Duplex 126m² Kenitra,Kenitra,Centre,Duplex,Vente,2454517,126.85,4,2,6,2008,19350,18,Haut Standing,Moyen,2023,9,3
ANO000746,2023-09-04,Appartement à vente - Kenitra,Kenitra,Centre,Appartement,Vente,637692,85.36,2,1,2,2002,7471,24,Moyen,Moyen,2023,9,3
ANO000853,2023-09-06,Appartement à vente - Agadir,Agadir,Hay Mohammadi,Appartement,Vente,945701,85.08,2,2,1,2011,11115,15,Moyen,Moyen,2023,9,3
ANO000111,2023-09-07,Villa 178m² Malabata,Tanger,Malabata,Villa,Location,23927,178.22,4,2,0,2010,134,16,Economique,Grand,2023,9,3
ANO001320,2023-09-08,Appartement à location - Tétouan,Tetouan,M'diq,Appartement,Location,2085,112.92,4,2,2,2011,18,15,Economique,Moyen,2023,9,3
ANO001287,2023-09-08,Beau Villa Meknès,Meknes,Ville Nouvelle,Villa,Vente,4914014,234.37,4,3,0,2006,20967,20,Luxe,Grand,2023,9,3
ANO000885,2023-09-08,Villa à vente - Casablanca,Casablanca,Bourgogne,Villa,Vente,2455396,332.45,4,2,0,1990,7386,36,Haut Standing,Grand,2023,9,3
ANO001311,2023-09-09,Villa 372m² Kenitra,Kenitra,Centre,Villa,Vente,2535766,372.24,5,3,0,2017,6812,9,Haut Standing,Grand,2023,9,3
ANO001497,2023-09-10,Beau Bureau Meknès,Meknes,Ville Nouvelle,Bureau,Location,6210,120.05,0,0,1,2013,52,13,Economique,Moyen,2023,9,3
ANO001477,2023-09-11,Beau Appartement Fès,Fes,Ville Nouvelle,Appartement,Location,8164,72.93,2,1,1,1973,112,53,Economique,Petit,2023,9,3
ANO000018,2023-09-12,Appartement 68m² Talborjt,Agadir,Talborjt,Appartement,Vente,503790,68.08,2,1,1,2014,7400,12,Moyen,Petit,2023,9,3
ANO000185,2023-09-12,Beau Duplex Agadir,Agadir,Centre,Duplex,Vente,2500669,162.72,3,2,8,2012,15368,14,Haut Standing,Grand,2023,9,3
ANO001386,2023-09-12,Beau Villa Rabat,Rabat,Hay Riad,Villa,Vente,30000,292.12,4,3,0,1992,103,34,Economique,Grand,2023,9,3
ANO001394,2023-09-12,Appartement 91m² M'diq,Tetouan,M'diq,Appartement,Vente,1862848,91.96,2,1,5,2005,20257,21,Haut Standing,Moyen,2023,9,3
ANO000347,2023-09-12,Appartement à vente - Kenitra,Kenitra,Centre,Appartement,Vente,576934,111.18,1,1,1,2010,5189,16,Moyen,Moyen,2023,9,3
ANO001378,2023-09-13,Villa à vente - Fès,Fes,Zouagha,Villa,Vente,6003432,335.63,5,3,0,2019,17887,7,Luxe,Grand,2023,9,3
ANO001125,2023-09-14,Duplex 240m² Hay Mohammadi,Agadir,Hay Mohammadi,Duplex,Vente,2670557,240.36,2,1,7,1996,11111,30,Haut Standing,Grand,2023,9,3
ANO001359,2023-09-15,Appartement 87m² Marrakech,Marrakech,Medina,Appartement,Vente,496487,87.83,2,1,2,2007,5653,19,Moyen,Moyen,2023,9,3
ANO001483,2023-09-16,Bureau à vente - Rabat,Rabat,Hassan,Bureau,Vente,848695,124.0,0,0,1,2007,6844,19,Moyen,Moyen,2023,9,3
ANO000119,2023-09-16,Beau Appartement Marrakech,Marrakech,Targa,Appartement,Location,2191,59.94,4,2,4,2009,37,17,Economique,Petit,2023,9,3
ANO000572,2023-09-16,Terrain moderne Meknès,Meknes,Ville Nouvelle,Terrain,Vente,1054226,235.76,0,0,0,2009,4472,17,Haut Standing,Grand,2023,9,3
ANO000255,2023-09-17,Villa à vente - Casablanca,Casablanca,Non spécifié,Villa,Vente,9840127,242.32,4,2,0,2017,40608,9,Luxe,Grand,2023,9,3
ANO001473,2023-09-18,Appartement moderne Casablanca,Casablanca,Bourgogne,Appartement,Vente,2104827,36.26,3,2,6,2004,58048,22,Haut Standing,Petit,2023,9,3
ANO000483,2023-09-18,Villa 296m² Agdal,Rabat,Agdal,Villa,Vente,5207075,296.91,5,2,0,2018,17538,8,Luxe,Grand,2023,9,3
ANO001047,2023-09-18,Villa 228m² Ville Nouvelle,Fes,Ville Nouvelle,Villa,Location,26841,228.59,4,3,0,2007,117,19,Economique,Grand,2023,9,3
ANO000174,2023-09-19,Beau Duplex Kenitra,Kenitra,Centre,Duplex,Vente,2250832,66.53,3,2,1,2014,33832,12,Haut Standing,Petit,2023,9,3
ANO000093,2023-09-20,Appartement à vente - Oujda,Oujda,Hay Qods,Appartement,Vente,573887,69.99,2,1,3,2010,8200,16,Moyen,Petit,2023,9,3
ANO000277,2023-09-21,Bureau moderne Casablanca,Casablanca,Bourgogne,Bureau,Location,4128,108.73,0,0,3,1979,38,47,Economique,Moyen,2023,9,3
ANO001458,2023-09-22,Appartement à vente - Fès,Fes,Zouagha,Appartement,Vente,484475,57.7,3,2,5,2002,8396,24,Moyen,Petit,2023,9,3
ANO001008,2023-09-22,Duplex à vente - Agadir,Agadir,Talborjt,Duplex,Vente,1522103,129.43,3,2,6,2019,11760,7,Haut Standing,Moyen,2023,9,3
ANO000138,2023-09-23,Villa moderne Marrakech,Marrakech,Medina,Villa,Vente,4313037,127.27,4,2,0,2008,33889,18,Luxe,Moyen,2023,9,3
ANO000434,2023-09-23,Villa moderne Casablanca,Casablanca,Bourgogne,Villa,Vente,2360849,196.55,5,2,0,2014,12011,12,Haut Standing,Grand,2023,9,3
ANO000833,2023-09-23,Appartement à vente - Kenitra,Kenitra,Hay Essalam,Appartement,Vente,1888415,78.01,1,1,4,2016,24207,10,Haut Standing,Petit,2023,9,3
ANO000340,2023-09-24,Appartement moderne Rabat,Rabat,Hassan,Appartement,Location,1968,76.99,4,3,2,2006,26,20,Economique,Petit,2023,9,3
ANO000631,2023-09-24,Duplex à vente - Meknès,Meknes,Ville Nouvelle,Duplex,Vente,2127771,150.32,3,2,8,2006,14155,20,Haut Standing,Grand,2023,9,3
ANO000027,2023-09-24,Appartement à location - Meknès,Meknes,Ville Nouvelle,Appartement,Location,2244,35.31,2,1,4,2008,64,18,Economique,Petit,2023,9,3
ANO000806,2023-09-24,Appartement 98m² Zouagha,Fes,Zouagha,Appartement,Vente,2108598,98.79,3,2,2,2005,21344,21,Haut Standing,Moyen,2023,9,3
ANO001280,2023-09-24,Terrain moderne Oujda,Oujda,Hay Qods,Terrain,Vente,913930,2500.0,0,0,0,2007,366,19,Moyen,Grand,2023,9,3
ANO000655,2023-09-25,Appartement 101m² Hay Essalam,Kenitra,Hay Essalam,Appartement,Location,8834,101.13,2,1,0,2014,87,12,Economique,Moyen,2023,9,3
ANO000097,2023-09-25,Beau Duplex Meknès,Meknes,Ville Nouvelle,Duplex,Vente,1968595,2500.0,3,1,7,2008,787,18,Haut Standing,Grand,2023,9,3
ANO001005,2023-09-26,Beau Appartement Fès,Fes,Ville Nouvelle,Appartement,Location,1582,50.07,4,3,0,2002,32,24,Economique,Petit,2023,9,3
ANO000136,2023-09-26,Beau Villa Tanger,Tanger,Iberia,Villa,Vente,2511425,164.59,3,1,0,2008,15259,18,Haut Standing,Grand,2023,9,3
ANO000850,2023-09-27,Appartement moderne Marrakech,Marrakech,Targa,Appartement,Location,7096,110.53,2,1,1,2024,64,2,Economique,Moyen,2023,9,3
ANO000898,2023-09-27,Terrain moderne Tanger,Tanger,Iberia,Terrain,Location,2907,295.28,0,0,0,2008,10,18,Economique,Grand,2023,9,3
ANO000771,2023-09-28,Appartement 129m² Talborjt,Agadir,Talborjt,Appartement,Vente,511520,129.88,3,1,2,2011,3938,15,Moyen,Moyen,2023,9,3
ANO001349,2023-09-28,Villa à location - Fès,Fes,Zouagha,Villa,Location,29595,216.79,6,3,0,2007,137,19,Economique,Grand,2023,9,3
ANO000842,2023-09-29,Beau Villa Kenitra,Kenitra,Centre,Villa,Location,8173,323.74,5,3,0,2009,25,17,Economique,Grand,2023,9,3
ANO000283,2023-09-29,Duplex à vente - Marrakech,Marrakech,Targa,Duplex,Vente,1973501,272.77,3,2,3,2004,7235,22,Haut Standing,Grand,2023,9,3
ANO000666,2023-09-30,Terrain 296m² Hassan,Rabat,Hassan,Terrain,Vente,1121045,296.82,0,0,0,1986,3777,40,Haut Standing,Grand,2023,9,3
ANO000829,2023-09-30,Beau Terrain Tanger,Tanger,Centre Ville,Terrain,Vente,635133,403.15,0,0,0,2006,1575,20,Moyen,Grand,2023,9,3
ANO000280,2023-10-01,Appartement à location - Rabat,Rabat,Ocean,Appartement,Location,6403,109.61,2,1,1,1996,58,30,Economique,Moyen,2023,10,4
ANO000187,2023-10-01,Appartement moderne Marrakech,Marrakech,Medina,Appartement,Vente,2157781,74.48,2,1,4,2012,28971,14,Haut Standing,Petit,2023,10,4
ANO001306,2023-10-01,Villa 243m² Hay Essalam,Kenitra,Hay Essalam,Villa,Vente,2154078,243.01,5,3,0,2009,8864,17,Haut Standing,Grand,2023,10,4
ANO000679,2023-10-01,Appartement à vente - Casablanca,Casablanca,Californie,Appartement,Vente,677225,153.99,3,2,4,2005,4398,21,Moyen,Grand,2023,10,4
ANO000700,2023-10-01,Appartement à vente - Kenitra,Kenitra,Centre,Appartement,Vente,421377,46.16,3,1,7,2016,9129,10,Moyen,Petit,2023,10,4
